Kontonr;Bogført dato;Navn;Leverandørnr;Posteringstekst;Nettobeløb;Beløb;Afdelingsnr;Bilagsidentifikation;Regnskabsår;Udbetalt dato;Kassenr;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;FLORMELIS           , Hørkram Foods;201,46;251,83;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;HAMBURGERRYG SLICED , Hørkram Foods;69,48;86,85;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;HELÆG SKRABEÆG PASTE, Hørkram Foods;465,06;581,33;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;HØNSESALAT K-SALAT  , Hørkram Foods;56,74;70,93;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ICEBERG SNITTET 5MM , Hørkram Foods;64,38;80,48;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;JORDBÆRMARMELADE    , Hørkram Foods;16,32;20,40;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KARRYSILD I BIDDER  , Hørkram Foods;1.064,25;1.330,31;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KIRSEBÆRSAFT SØD 1+4, Hørkram Foods;352,48;440,60;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KLOVBORG DANBO 45+(2, Hørkram Foods;42,00;52,50;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;LEVERPOSTEJ GROV BAS, Hørkram Foods;78,94;98,68;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;LÆTTA MINARINE      , Hørkram Foods;34,20;42,75;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;MINIMÆLK LAKTOSEFRI , Hørkram Foods;21,90;27,38;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;MSC REJER LAGE 175-2, Hørkram Foods;566,88;708,60;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PISKEFLØDE 38%      , Hørkram Foods;229,02;286,28;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;RADISER STRIMLER 4MM, Hørkram Foods;43,18;53,98;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;REGNBUEMIX TERN 10MM, Hørkram Foods;101,91;127,39;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;REJESALAT K-SALAT   , Hørkram Foods;107,63;134,54;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;RØDLØG KL1 DK       , Hørkram Foods;5,37;6,71;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;RØDLØG MARINERET    , Hørkram Foods;142,80;178,50;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;SALTKØD OKSE I SKIVE, Hørkram Foods;67,21;84,01;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;SKINKESALAT K-SALAT , Hørkram Foods;61,84;77,30;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;TARTELETTER         , Hørkram Foods;615,20;769,00;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ÆG STR M/L FRILAND  , Hørkram Foods;384,40;480,50;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ÆGGESALAT SANDWICH K, Hørkram Foods;52,98;66,23;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO AGURKER U/FILM K, Hørkram Foods;623,28;779,10;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO ASPARGES SNITTER, Hørkram Foods;478,14;597,68;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO KIRSEBÆREDDIKE  , Hørkram Foods;310,14;387,68;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO MINIMÆLK 0,4% AR, Hørkram Foods;34,72;43,40;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO PISKEFLØDE 38% L, Hørkram Foods;43,20;54,00;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO RØDKÅL KL1 DK   , Hørkram Foods;322,47;403,09;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO SPIDSKÅL KL1 DK , Hørkram Foods;37,17;46,46;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO SUKKER          , Hørkram Foods;540,40;675,50;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO SØDMÆLK 3,5% ARL, Hørkram Foods;40,40;50,50;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Rugbrød Det gode gul, Hørkram Foods;146,61;183,26;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Grønkål KL1 Danmark,, Hørkram Foods;186,84;233,55;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Citronsaft ren, 1 l, Hørkram Foods;191,64;239,55;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Yoghurt naturel 3,5%, Hørkram Foods;95,17;118,96;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Afrunding;-0,06;-0,07;34010;2512041764878073573;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;AGURKER U/FILM KL1 E, Hørkram Foods;178,64;223,30;34010;2512121765569200810;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF MØRBRAD BØFFER TP, Hørkram Foods;4.727,80;5.909,75;34010;2512121765569200810;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF PORRETÆRTE       , Hørkram Foods;78,72;98,40;34010;2512121765569200810;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;GULERODS RUGBRØD DET, Hørkram Foods;175,92;219,90;34010;2512121765569200810;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KÆRNEMÆLK 0,3%      , Hørkram Foods;20,58;25,73;34010;2512121765569200810;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;RØDLØG SKIVER SYLTED, Hørkram Foods;791,60;989,50;34010;2512121765569200810;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;TOMATJUICE NATURIG  , Hørkram Foods;14,25;17,81;34010;2512121765569200810;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;VALNØDDE BRUD       , Hørkram Foods;794,16;992,70;34010;2512121765569200810;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO A38 NATUREL 3,5%, Hørkram Foods;13,80;17,25;34010;2512121765569200810;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO CREME FRAICHE 18, Hørkram Foods;151,16;188,95;34010;2512121765569200810;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO CREME FRAICHE 38, Hørkram Foods;235,00;293,75;34010;2512121765569200810;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Bladselleri KL1 Span, Hørkram Foods;53,50;66,88;34010;2512121765569200810;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Tiramisu Savoiardi, , Hørkram Foods;10.162,95;12.703,69;34010;2512121765569200810;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Æbler i tern, pose, , Hørkram Foods;205,62;257,03;34010;2512121765569200810;2025;;111;;;;;
527-32-022-01;17-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Afrunding;-0,01;-0,01;34010;2512121765569200810;2025;;111;;;;;
527-32-022-01;16-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Forbrugsvarer;26.204,97;32.756,21;34010;2512151765828376207;2025;;111;;;;;
527-32-022-01;16-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO THISE SMØRBAR   , Hørkram Foods;2.001,48;2.501,85;34010;2512121765569200811;2025;;111;;;;;
527-32-022-01;16-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Rugbrød, rådej, 10 x, Hørkram Foods;537,92;672,40;34010;2512121765569200811;2025;;111;;;;;
527-32-022-01;16-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Klassiske teboller, , Hørkram Foods;426,40;533,00;34010;2512121765569200811;2025;;111;;;;;
527-32-022-01;16-12-2025;HØRKRAM FOODSERVICE A/S;85500716;plejehjem;2.794,68;3.493,35;34010;2512121765569200811;2025;;111;;;;;
527-32-022-01;15-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Forbrugsvarer;10.570,46;13.213,08;34010;2512111765482788707;2025;;111;;;;;
527-32-022-01;10-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Forbrugsvarer;49.166,15;61.457,69;34010;2512091765310029474;2025;;111;;;;;
527-32-022-01;04-12-2025;Ådal Ørred ApS;28110286;Forbrugsvarer;25.071,74;31.339,68;34010;2512021764705125496;2025;09-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Forbrugsvarer;33.474,93;41.843,66;34010;2512011764619114710;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Hvidløg i tern, 250 , Hørkram Foods;-601,44;-751,80;34010;2511141763149972855;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF FRIKADELLER GRÆSK, Hørkram Foods;603,75;754,69;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF KARTOFFELBÅDE MED, Hørkram Foods;267,92;334,90;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF LØG TERN         , Hørkram Foods;186,72;233,40;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF PERLELØG 16-18 MM, Hørkram Foods;566,88;708,60;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF SELLERI TERN     , Hørkram Foods;184,64;230,80;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF ÆBLER TERN 10X10 , Hørkram Foods;150,04;187,55;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF ØKO DK HAKKET OKS, Hørkram Foods;233,42;291,78;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DRUER GRØNNE STENFRI, Hørkram Foods;14,70;18,38;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ITALIENSK SALAT ØKON, Hørkram Foods;25,77;32,21;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KARSE HOTEL KL1 DK  , Hørkram Foods;37,10;46,38;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KØDPØLSE SLICED 10-1, Hørkram Foods;43,56;54,45;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;LAKSEPATE           , Hørkram Foods;104,28;130,35;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PEBERFRUGT GUL 80/10, Hørkram Foods;8,04;10,05;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PEBERFRUGT ORANGE 80, Hørkram Foods;12,30;15,38;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PEBERFRUGT RØD 80/10, Hørkram Foods;7,52;9,40;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PISKEFLØDE 38%      , Hørkram Foods;190,85;238,56;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PISKEFLØDE 38% BIB M, Hørkram Foods;398,91;498,64;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;POMELO KL1 CN       , Hørkram Foods;30,23;37,79;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;SALAT SMØRREBRØD/LOL, Hørkram Foods;30,99;38,74;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;SKINKE KOGT UDEN SVÆ, Hørkram Foods;52,71;65,89;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;TUNSALAT K-SALAT    , Hørkram Foods;148,25;185,31;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ÆGGESALAT SANDWICH K, Hørkram Foods;52,98;66,23;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO PISKEFLØDE 38% L, Hørkram Foods;43,20;54,00;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO RØDBEDER LANGE K, Hørkram Foods;8,85;11,06;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO SØDMÆLK 3,5% ARL, Hørkram Foods;150,00;187,50;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Rugbrød Det gode gul, Hørkram Foods;87,96;109,95;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Afrunding;-0,02;-0,03;34010;2511141763149971854;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;AGURKER U/FILM KL1 E, Hørkram Foods;19,14;23,93;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ASPARGESSUPPE PASTA , Hørkram Foods;305,21;381,51;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;BLOMMER PASTEURISERE, Hørkram Foods;109,95;137,44;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;CITRONER KL1 ZA/CL  , Hørkram Foods;9,25;11,56;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DILD KL1 IT/DE      , Hørkram Foods;24,75;30,94;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DK KYLLINGE OVERLÅR , Hørkram Foods;78,26;97,83;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;GULERODS RUGBRØD DET, Hørkram Foods;73,30;91,63;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;HÅNDOPVASK SVANE HOK, Hørkram Foods;514,32;642,90;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KARRYSILD BASE CULIN, Hørkram Foods;68,34;85,43;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KARSE HOTEL KL1 DK  , Hørkram Foods;18,55;23,19;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KRYDDERSILD I BIDDER, Hørkram Foods;135,96;169,95;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KÆRNEMÆLK 0,3%      , Hørkram Foods;20,38;25,48;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KØDPØLSE SLICED 10-1, Hørkram Foods;50,19;62,74;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;NAKKE KOGT SPRÆNGT S, Hørkram Foods;60,65;75,81;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;OKSEBRYST KOGT SPRÆN, Hørkram Foods;260,46;325,57;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Pant A 0,80 pr. fl, Hørkram Foods;2,40;3,00;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PEBERMIX KL1 ES     , Hørkram Foods;68,43;85,54;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PERSILLE KRUS KL1 IT, Hørkram Foods;8,64;10,80;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;REGNBUEMIX TERN 10MM, Hørkram Foods;101,91;127,39;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ROASTBEEF I SKIVER  , Hørkram Foods;114,99;143,74;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ROGN 70% LUKSUSROGN , Hørkram Foods;95,02;118,78;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;RUSSISK SALAT       , Hørkram Foods;55,60;69,50;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;SAFT GUL APPELS U/SU, Hørkram Foods;37,85;47,31;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;SALAMI KALKUN HALAL , Hørkram Foods;52,97;66,21;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;SALAT LOLLO ROSSO KL, Hørkram Foods;9,95;12,44;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;STEGT SMAG KRYDDERI , Hørkram Foods;383,15;478,94;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;SVINEFOND SIGNATURE , Hørkram Foods;341,54;426,93;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;TOMATJUICE NATURIG  , Hørkram Foods;14,25;17,81;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;TUNSALAT            , Hørkram Foods;53,21;66,51;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO A38 NATUREL 3,5%, Hørkram Foods;27,60;34,50;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO GULERODSMOST BIO, Hørkram Foods;97,24;121,55;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Peberfrugt mix i ter, Hørkram Foods;680,20;850,25;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Afrunding;-0,02;-0,03;34010;2511051762372448315;2025;05-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;CHEASY OST I SKIVER , Hørkram Foods;142,44;178,05;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF BØF LINDSTRØM 130, Hørkram Foods;3.251,30;4.064,13;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DILD KL1 IT/DE      , Hørkram Foods;24,75;30,94;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;FAXE KONDI          , Hørkram Foods;124,05;155,06;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;FRUGTCOCKTAIL SIRUP , Hørkram Foods;294,90;368,62;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KART.25-40MM KOGT M/, Hørkram Foods;716,32;895,40;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KART.T/MOS KOGT U/SA, Hørkram Foods;349,12;436,40;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KLOVBORG DANBO 45+(2, Hørkram Foods;63,00;78,75;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;LØG KL1 DK          , Hørkram Foods;9,67;12,09;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Pant A 0,80 pr. fl, Hørkram Foods;12,00;15,00;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PERSILLE KRUS KL1 IT, Hørkram Foods;8,64;10,80;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PURLØG KL1 KE   150G, Hørkram Foods;45,01;56,26;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;REJESALAT K-SALAT   , Hørkram Foods;107,63;134,54;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;SALAT LOLLO ROSSO KL, Hørkram Foods;9,95;12,44;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO CITRONER KL1 ES/, Hørkram Foods;9,54;11,92;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Skinke Party i skive, Hørkram Foods;109,51;136,89;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Kalkunbryst med papr, Hørkram Foods;61,37;76,71;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Laksepaté, glutenfri, Hørkram Foods;104,28;130,35;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Leverpostej Premium,, Hørkram Foods;72,04;90,05;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Paté med grøn peber,, Hørkram Foods;72,99;91,24;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Gulerødder snittet 3, Hørkram Foods;28,92;36,15;34010;2511131763063509702;2025;12-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;APPELSINER KL1 ZA/GR, Hørkram Foods;8,44;10,55;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;BLOMMER PASTEURISERE, Hørkram Foods;73,30;91,63;34010;2511121762977258180;2025;11-12-2025;111;;;;;
