Kontonr;Bogført dato;Navn;Leverandørnr;Posteringstekst;Nettobeløb;Beløb;Afdelingsnr;Bilagsidentifikation;Regnskabsår;Udbetalt dato;Kassenr;;;;;
527-32-025-03;14-02-2025;SGS ANALYTICS SWEDEN;97000000;SGS;3.239,61;3.239,61;34010;2502131739476218459;2025;13-03-2025;111;;;;;
527-32-027-08;16-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Pant;-170,00;-212,50;34010;2512151765828376208;2025;17-12-2025;111;;;;;
527-32-027-08;10-12-2025;Nordsjællands Brandvæsen;28326858;Kørsel november;147.783,00;184.728,75;34010;2512081765223463270;2025;;111;;;;;
527-32-027-08;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Faktnr. 206935557;-30,00;-37,50;34010;2512011764619115711;2025;05-12-2025;111;;;;;
527-32-027-08;25-11-2025;HØRKRAM FOODSERVICE A/S;85500716;Pant;-20,00;-25,00;34010;2511181763495538775;2025;26-11-2025;111;;;;;
527-32-027-08;25-11-2025;GRAFIKET A/S;15677988;Labels;6.749,96;8.437,45;34010;2511171763409077058;2025;02-12-2025;111;;;;;
527-32-027-08;17-11-2025;HØRKRAM FOODSERVICE A/S;85500716;Pant;-170,00;-212,50;34010;2511141763149972856;2025;19-11-2025;111;;;;;
527-32-027-08;13-11-2025;Nordsjællands Brandvæsen;28326858;Madkørsel Okt.;161.421,50;201.776,88;34010;2511111762890666292;2025;10-12-2025;111;;;;;
527-32-027-08;11-11-2025;DANSK KASSESYSTEM A/S;32331246;Dankort maskine;2.727,00;3.408,75;34010;2510291761767486475;2025;27-11-2025;111;;;;;
527-32-027-08;03-11-2025;ABENA A/S;25682742;Paller;50,00;62,50;34010;2510291761767484472;2025;27-11-2025;111;;;;;
527-32-027-08;03-11-2025;ABENA A/S;25682742;Palle;100,00;125,00;34010;2510291761767485473;2025;27-11-2025;111;;;;;
527-32-027-08;23-10-2025;Nordsjællands Brandvæsen;28326858;Beredskabet kørsel;162.655,00;203.318,75;34010;2510141760467869982;2025;13-11-2025;111;;;;;
527-32-027-08;22-10-2025;ESMILEY A/S;31158907;E-smiley køkkenet abonnement;1.699,95;2.124,94;34010;2509291759171870735;2025;23-10-2025;111;;;;;
527-32-027-08;18-09-2025;Nordsjællands Brandvæsen;28326858;Madkørsel Aug.;167.417,00;209.271,25;34010;2509021756839101843;2025;01-10-2025;111;;;;;
527-32-027-08;05-08-2025;Nordsjællands Brandvæsen;28326858;kørsel mad 07 2025;161.579,00;201.973,75;34010;2508011754074435822;2025;29-08-2025;111;;;;;
527-32-027-08;10-07-2025;Nordsjællands Brandvæsen;28326858;Kørsel 06-25;157.472,00;196.840,00;34010;2507091752087083958;2025;08-08-2025;111;;;;;
527-32-027-08;24-06-2025;ESMILEY A/S;31158907;E-smiley køkken abonnement;1.699,95;2.124,94;34010;2503311743447032801;2025;;111;;;;;
527-32-027-08;24-06-2025;RICOH DANMARK A/S;56470417;varer produktion;346,57;433,21;34010;2506051749149426768;2025;;111;;;;;
527-32-027-08;24-06-2025;RICOH DANMARK A/S;56470417;printer;398,15;497,69;34010;2503071741377029025;2025;;111;;;;;
527-32-027-08;24-06-2025;ESMILEY A/S;31158907;E-smiley køkken abonnement;1.699,95;2.124,94;34010;2412191734637840211;2025;;111;;;;;
527-32-027-08;24-06-2025;ESMILEY A/S;31158907;E-smiley køkken abonnement;1.699,96;2.124,95;34010;2506201750445476406;2025;;111;;;;;
527-32-027-08;12-06-2025;Nordsjællands Brandvæsen;28326858;Kørsel mad 05;164.675,50;205.844,38;34010;2506101749588233159;2025;09-07-2025;111;;;;;
527-32-027-08;15-05-2025;Nordsjællands Brandvæsen;28326858;kørsel  mad 04-25;155.540,00;194.425,00;34010;2505141747248633461;2025;18-06-2025;111;;;;;
527-32-027-08;30-04-2025;HØRKRAM FOODSERVICE A/S;85500716;Retur pant. Køkken;-204,00;-255,00;34010;2504151744743047950;2025;30-04-2025;111;;;;;
527-32-027-08;30-04-2025;Nordsjællands Brandvæsen;28326858;Kørsel mad 03;162.346,50;202.933,13;34010;2504101744311057608;2025;09-05-2025;111;;;;;
527-32-027-08;21-03-2025;Nordsjællands Brandvæsen;28326858;kørsel  mad 02-25;150.551,00;188.188,75;34010;2503201742500241568;2025;16-04-2025;111;;;;;
527-32-027-08;20-02-2025;Nordsjællands Brandvæsen;28326858;kørsel  mad 01-25;172.760,50;215.950,63;34010;2502191739994627664;2025;18-03-2025;111;;;;;
527-32-027-08;24-01-2025;ANOVA DATA A/S;33050674;service master cater;12.000,00;15.000,00;34010;2501231737661831716;2025;24-01-2025;111;;;;;
527-32-027-08;09-01-2025;Nordsjællands Brandvæsen;28326858;kørsel  mad 12-24;159.895,00;199.868,75;34010;2501081736365829486;2025;07-02-2025;111;;;;;
527-32-026-00;04-12-2025;ELECTROLUX PROFESSIONAL A/S;24622428;tørretumbler vaskeri;40.812,00;51.015,00;34010;2512021764705122490;2025;;111;;;;;
527-32-026-00;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Pant A 34,00Kr. per , Hørkram Foods;34,00;42,50;34010;2511171763409165209;2025;16-12-2025;111;;;;;
527-32-026-00;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;TOMATER KL1 NL/ES   , Hørkram Foods;42,44;53,05;34010;2511171763409165209;2025;16-12-2025;111;;;;;
527-32-026-00;01-12-2025;OLUF BRØNNUM & CO. A/S;34350612;Kantine 1/2 GN Camwe, Oluf Brønnum;35,65;44,56;34010;2511281764359481124;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Kantine 1/6 GN Food , Oluf Brønnum;649,40;811,75;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Låg 1/4 GN Tætslutte, Oluf Brønnum;628,80;786,00;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Kantine 1/1 GN Camwe, Oluf Brønnum;326,18;407,73;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Kantine 1/2 GN LxB: , Oluf Brønnum;1.109,80;1.387,25;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Kantine 1/2 GN Food , Oluf Brønnum;1.470,80;1.838,50;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Kantine 1/2 GN Camwe, Oluf Brønnum;79,46;99,32;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Kantine 1/3 GN Food , Oluf Brønnum;654,20;817,75;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Kantine 1/3 GN Camwe, Oluf Brønnum;97,31;121,64;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Kantine 1/4 GN Food , Oluf Brønnum;918,80;1.148,50;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Kantine 1/4 GN Camwe, Oluf Brønnum;49,58;61,98;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Kantine 1/6 GN Camwe, Oluf Brønnum;12,41;15,51;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Låg 1/1 GN m/håndtag, Oluf Brønnum;66,18;82,73;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Låg 1/2 GN m/håndtag, Oluf Brønnum;31,82;39,78;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Låg 1/2 GN Tætslutte, Oluf Brønnum;1.086,00;1.357,50;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Låg 1/3 GN m/håndtag, Oluf Brønnum;22,56;28,20;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Låg 1/3 GN Tætslutte, Oluf Brønnum;794,40;993,00;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Låg 1/4 GN m/håndtag, Oluf Brønnum;17,24;21,55;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Låg 1/6 GN m/håndtag, Oluf Brønnum;11,39;14,24;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Låg 1/6 GN Tætslutte, Oluf Brønnum;420,00;525,00;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;28-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Afrunding;-0,02;-0,02;34010;2511241764013883242;2025;;111;;;;;
527-32-026-00;25-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Røremaskine;8.973,69;11.217,11;34010;2511221763841027579;2025;28-11-2025;111;;;;;
527-32-026-00;24-11-2025;ABENA A/S;25682742;Skylletablet til Rat, Abena A/S;1.001,68;1.252,10;34010;2511191763581877170;2025;17-12-2025;111;;;;;
527-32-026-00;22-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Bagemåtte LxB 510x31, Oluf Brønnum;1.329,00;1.661,25;34010;2511171763409073052;2025;15-12-2025;111;;;;;
527-32-026-00;22-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Paletkniv L: 265 mm, Oluf Brønnum;46,18;57,73;34010;2511171763409073052;2025;15-12-2025;111;;;;;
527-32-026-00;22-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Paletkniv LxB: 250x2, Oluf Brønnum;46,60;58,25;34010;2511171763409073052;2025;15-12-2025;111;;;;;
527-32-026-00;22-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Paletkniv L: 255 mm, Oluf Brønnum;57,40;71,75;34010;2511171763409073052;2025;15-12-2025;111;;;;;
527-32-026-00;22-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Piskeris L: 400 mm, Oluf Brønnum;42,60;53,25;34010;2511171763409073052;2025;15-12-2025;111;;;;;
527-32-026-00;22-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Piskeris L: 300 mm, Oluf Brønnum;25,30;31,63;34010;2511171763409073052;2025;15-12-2025;111;;;;;
527-32-026-00;22-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Piskeris Bake & Mix , Oluf Brønnum;76,10;95,12;34010;2511171763409073052;2025;15-12-2025;111;;;;;
527-32-026-00;22-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Piskeris Day L: 250 , Oluf Brønnum;39,56;49,45;34010;2511171763409073052;2025;15-12-2025;111;;;;;
527-32-026-00;22-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Piskeris RF 250 mm m, Oluf Brønnum;21,30;26,63;34010;2511171763409073052;2025;15-12-2025;111;;;;;
527-32-026-00;22-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Afrunding;-0,01;-0,01;34010;2511171763409073052;2025;15-12-2025;111;;;;;
527-32-026-00;11-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Batteri køk;532,00;665,00;34010;2511101762804248574;2025;17-11-2025;111;;;;;
527-32-026-00;10-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Maskiner køkkener;4.505,79;5.632,24;34010;2511031762199457093;2025;11-11-2025;111;;;;;
527-32-026-00;27-10-2025;ILSKØB A/S;15527439;Caso blender MX1000, ilskøb Hvidev;1.100,00;1.375,00;34010;2510221761159070163;2025;20-11-2025;111;;;;;
527-32-026-00;23-09-2025;Hoshizaki Danmark, filial af Hoshizaki E;38202642;Fryser;13.750,00;17.187,50;34010;2509101757530309113;2025;03-10-2025;111;;;;;
527-32-026-00;18-08-2025;;;lomax,tilbagebet.Fejlagtigt fratruk beta;22,42;28,03;34010;2508181755503635399;2025;;111;;;;;
527-32-026-00;07-08-2025;OLUF BRØNNUM & CO. A/S;34350612;Brødkniv Proff-Line , Oluf Brønnum;135,97;169,96;34010;2508061754506289026;2025;04-09-2025;111;;;;;
527-32-026-00;07-08-2025;OLUF BRØNNUM & CO. A/S;34350612;Kokkekniv m/træskaft, Oluf Brønnum;48,12;60,15;34010;2508061754506289026;2025;04-09-2025;111;;;;;
527-32-026-00;05-08-2025;OLUF BRØNNUM & CO. A/S;34350612;inventar;13.099,00;16.373,75;34010;2508041754333482798;2025;02-09-2025;111;;;;;
527-32-026-00;23-06-2025;;;Øvrige varekøb 2.9 Fælles fordeling;1.281,42;1.601,78;34010;2506231750674557190;2025;;111;;;;;
527-32-026-00;12-06-2025;;;Lomax fælles kontor artikler;31,56;39,45;34010;2506121749714523302;2025;;111;;;;;
527-32-026-00;03-06-2025;OLUF BRØNNUM & CO. A/S;34350612;Skærebræt LxBxH: 530, Oluf Brønnum;-442,48;-553,10;34010;2503101741636214880;2025;;111;;;;;
527-32-026-00;03-06-2025;OLUF BRØNNUM & CO. A/S;34350612;Skærebræt LxBxH: 530, Oluf Brønnum;442,48;553,10;34010;2503101741636214880;2025;;111;;;;;
527-32-026-00;02-06-2025;OLUF BRØNNUM & CO. A/S;34350612;emballage;-1.110,00;-1.387,50;34010;2501201737402627028;2025;;111;;;;;
527-32-026-00;27-05-2025;;;Etui til telefon;319,20;399,00;34010;2505271748325010041;2025;28-05-2025;111;;;;;
527-32-026-00;26-05-2025;LYRECO DANMARK A/S;62545313;Ur Alba Easytime, væ, Lyreco Danmar;39,58;49,48;34010;2505231748026227695;2025;19-06-2025;111;;;;;
527-32-026-00;15-05-2025;Nimax Danmark A/S;14124241;printer;6.345,00;7.931,25;34010;2505131747162232689;2025;26-05-2025;111;;;;;
527-32-026-00;08-05-2025;OLUF BRØNNUM & CO. A/S;34350612;inventar;1.491,84;1.864,80;34010;2505071746643827347;2025;04-06-2025;111;;;;;
527-32-026-00;11-04-2025;;;Håndmixer;335,20;419,00;34010;2504111744355230257;2025;14-04-2025;111;;;;;
527-32-026-00;26-03-2025;OLUF BRØNNUM & CO. A/S;34350612;inventar;1.627,14;2.033,93;34010;2503251742932219322;2025;23-04-2025;111;;;;;
527-32-026-00;25-03-2025;;;Fordeling fælles 1.1-25.3-25;7.631,94;9.539,93;34010;2503251742906849204;2025;;111;;;;;
527-32-026-00;24-03-2025;avXperten ApS;32778933;inventar;611,20;764,00;34010;2503211742586623960;2025;16-04-2025;111;;;;;
527-32-026-00;19-03-2025;Creativ Company Danmark A/S;44776553;Multi Universalsaks,, Creativ Compa;611,84;764,80;34010;2503171742241038861;2025;15-04-2025;111;;;;;
527-32-026-00;19-03-2025;Creativ Company Danmark A/S;44776553;Universalsaks, L: 24, Creativ Compa;611,84;764,80;34010;2503171742241038861;2025;15-04-2025;111;;;;;
527-32-026-00;14-03-2025;OLUF BRØNNUM & CO. A/S;34350612;Skærebræt LxBxH: 530, Oluf Brønnum;442,48;553,10;34010;2503101741636214880;2025;08-04-2025;111;;;;;
527-32-026-00;06-03-2025;;;Fordel.Fælles.PK1600 Lyreco Multie.Køkke;134,10;167,63;34010;2503061741253196187;2025;;111;;;;;
527-32-026-00;25-02-2025;ABENA A/S;25682742;Målekande, 1 ltr., s, Abena A/S;121,08;151,35;34010;2502201740081028401;2025;20-03-2025;111;;;;;
527-32-026-00;25-02-2025;ABENA A/S;25682742;Oksehudshandske, str, Abena A/S;150,94;188,68;34010;2502241740426615068;2025;21-03-2025;111;;;;;
527-32-026-00;18-02-2025;OLUF BRØNNUM & CO. A/S;34350612;Kande ØxLxH: 125x180, Oluf Brønnum;324,80;406,00;34010;2502141739562623214;2025;14-03-2025;111;;;;;
527-32-026-00;13-02-2025;OLUF BRØNNUM & CO. A/S;34350612;inventar;470,00;587,50;34010;2502121739389818729;2025;13-03-2025;111;;;;;
527-32-026-00;13-02-2025;BENT BRANDT A/S;37238910;inventar;2.011,20;2.514,00;34010;2502121739389819731;2025;13-03-2025;111;;;;;
527-32-026-00;03-02-2025;OLUF BRØNNUM & CO. A/S;34350612;inventar;420,00;525,00;34010;2501311738353028389;2025;28-02-2025;111;;;;;
527-32-026-00;22-01-2025;OLUF BRØNNUM & CO. A/S;34350612;emballage;1.110,00;1.387,50;34010;2501201737402627028;2025;18-02-2025;111;;;;;
527-32-028-05;10-12-2025;Hoshizaki Danmark, filial af Hoshizaki E;38202642;Rep. af køleskab køk;1.300,50;1.625,63;34010;2512051764964261304;2025;;111;;;;;
527-32-028-05;25-11-2025;DIVERSEY DANMARK ApS;32304680;Rep. af vaskemakiner;1.035,00;1.293,75;34010;2511041762286038323;2025;02-12-2025;111;;;;;
527-32-028-05;11-11-2025;BENT BRANDT A/S;37238910;Rep. opvaskemaskine;1.075,00;1.343,75;34010;2511071762545078508;2025;05-12-2025;111;;;;;
527-32-028-05;10-11-2025;OLUF BRØNNUM & CO. A/S;34350612;Rep. af opvaskemaskine;3.289,00;4.111,25;34010;2511071762545078507;2025;05-12-2025;111;;;;;
527-32-028-05;03-11-2025;H.S. Tech V/Søren Hackmann;25275802;Rep. af pakkemaskine;2.315,00;2.893,75;34010;2510281761681065821;2025;07-11-2025;111;;;;;
527-32-028-05;03-11-2025;ELECTROLUX PROFESSIONAL A/S;24622428;Rep. tørretumbler;2.560,00;3.200,00;34010;2510291761767484471;2025;26-11-2025;111;;;;;
527-32-028-05;23-10-2025;ELECTROLUX PROFESSIONAL A/S;24622428;Vaskei rep af maskine;1.703,00;2.128,75;34010;2510161760640664906;2025;13-11-2025;111;;;;;
527-32-028-05;23-10-2025;Hoshizaki Danmark, filial af Hoshizaki E;38202642;Rep. af ovn;1.300,50;1.625,63;34010;2509251758826247496;2025;24-10-2025;111;;;;;
527-32-028-05;23-10-2025;BENT BRANDT A/S;37238910;Rep. af køleskab;2.047,50;2.559,38;34010;2510021759431107155;2025;30-10-2025;111;;;;;
527-32-028-05;23-10-2025;OLUF BRØNNUM & CO. A/S;34350612;Rep. af opvaskemaskine;18.319,00;22.898,75;34010;2510061759776664488;2025;29-10-2025;111;;;;;
527-32-028-05;23-10-2025;AMCO HOLDING ApS;17942174;Rep. af ventilationsanlæg køk;26.056,00;32.570,00;34010;2510011759344891469;2025;24-10-2025;111;;;;;
527-32-028-05;29-09-2025;BENT BRANDT A/S;37238910;Bent Brandt. Rep/service af ovn;7.796,50;9.745,63;34010;2509231758653537253;2025;22-10-2025;111;;;;;
527-32-028-05;29-09-2025;BENT BRANDT A/S;37238910;Bent Brandt. Rep af ovn;10.429,00;13.036,25;34010;2509231758653536252;2025;22-10-2025;111;;;;;
527-32-028-05;23-09-2025;ELECTROLUX PROFESSIONAL A/S;24622428;Rep af vaske maskine;1.479,00;1.848,75;34010;2508261756236325266;2025;24-09-2025;111;;;;;
527-32-028-05;24-07-2025;Hoshizaki Danmark, filial af Hoshizaki E;38202642;varer produktion;1.300,50;1.625,63;34010;2507211753123864751;2025;11-08-2025;111;;;;;
527-32-028-05;24-07-2025;AMCO HOLDING ApS;17942174;rep udsugning;24.820,00;31.025,00;34010;2507221753210231062;2025;04-08-2025;111;;;;;
527-32-028-05;24-07-2025;Hoshizaki Danmark, filial af Hoshizaki E;38202642;varer produktion;-1.300,50;-1.625,63;34010;2507211753123864751;2025;;111;;;;;
527-32-028-05;24-07-2025;Hoshizaki Danmark, filial af Hoshizaki E;38202642;varer produktion;1.300,50;1.625,63;34010;2507211753123864751;2025;;111;;;;;
527-32-028-05;17-07-2025;BENT BRANDT A/S;37238910;Rep. af inventar;2.643,80;3.304,75;34010;2507151752605460505;2025;13-08-2025;111;;;;;
527-32-028-05;08-07-2025;BENT BRANDT A/S;37238910;rep opvaskermaskine;11.717,00;14.646,25;34010;2507071751914252073;2025;05-08-2025;111;;;;;
527-32-028-05;15-05-2025;OLUF BRØNNUM & CO. A/S;34350612;inventar;2.092,00;2.615,00;34010;2505131747162233691;2025;11-06-2025;111;;;;;
527-32-028-05;07-05-2025;;;Fordel fælles Entrepræ/håndv 26.3-7.5;1.175,34;1.469,18;34010;2505071746620273220;2025;;111;;;;;
527-32-028-05;23-04-2025;H.S. Tech V/Søren Hackmann;25275802;Rep af kæde. Køkken;1.626,67;2.033,34;34010;2504221745347827858;2025;05-05-2025;111;;;;;
527-32-028-05;10-04-2025;BENT BRANDT A/S;37238910;Rep af ovn. Køkkenet;4.494,00;5.617,50;34010;2504041743792624097;2025;02-05-2025;111;;;;;
527-32-028-05;01-04-2025;UNI-EL V/LENNART TORBEN SVENSSON;16930156;rep komfur;1.150,00;1.437,50;34010;2503311743447032798;2025;11-04-2025;111;;;;;
527-32-028-05;01-04-2025;UNI-EL V/LENNART TORBEN SVENSSON;16930156;rep komfur;1.963,23;2.454,04;34010;2503311743447032799;2025;11-04-2025;111;;;;;
527-32-028-05;25-03-2025;BENT BRANDT A/S;37238910;rep ovn;4.271,00;5.338,75;34010;2503241742845823793;2025;22-04-2025;111;;;;;
527-32-028-05;13-03-2025;Aallmann Service & Storkøkken v/Lisbeth;34514631;rep opvaskermaskine;11.936,95;14.921,19;34010;2503121741809040478;2025;19-03-2025;111;;;;;
527-32-028-05;06-03-2025;H.S. Tech V/Søren Hackmann;25275802;rep pakke maskine;1.927,50;2.409,38;34010;2503041741117831949;2025;14-03-2025;111;;;;;
527-32-028-05;06-02-2025;BENT BRANDT A/S;37238910;rep gryde;2.460,00;3.075,00;34010;2502051738785025818;2025;06-03-2025;111;;;;;
527-32-028-05;24-01-2025;DIVERSEY DANMARK ApS;32304680;rep opvaskermaskine;1.537,50;1.921,88;34010;2501231737661831715;2025;20-02-2025;111;;;;;
527-32-028-05;06-01-2025;BWT Danmark A/S;76381615;inventar;11.628,00;14.535,00;34010;2501031735933830702;2025;31-01-2025;111;;;;;
527-32-028-05;03-01-2025;Aallmann Service & Storkøkken v/Lisbeth;34514631;opvaskermaskine;4.600,00;5.750,00;34010;2501021735847470150;2025;09-01-2025;111;;;;;
527-32-028-05;03-01-2025;MSS PROFESSIONAL A/S;11149839;kaffe maskine;7.480,08;9.350,10;34010;2412301735588216150;2025;08-01-2025;111;;;;;
527-32-030-03;15-07-2025;BDO Holding VII, statsautoriseret revisi;20222670;Budgetopfølgning samt årsregnskab 24;14.465,84;18.082,30;34010;2507031751568799768;2025;29-07-2025;111;;;;;
527-32-030-03;14-01-2025;VERIFONE DENMARK A/S;15401281;DK automat restaurant;3.527,00;4.408,75;34010;2501091736452224880;2025;16-01-2025;111;;;;;
527-32-038-01;30-09-2025;GRIMSTRUP TØMRER OG SNEDKER V/LARS ERIK;19831205;Opførelse af låge ved lille hovedindgang;423,30;529,12;34010;2509291759171868732;2025;06-10-2025;111;;;;;
527-32-038-01;05-08-2025;UNI-EL V/LENNART TORBEN SVENSSON;16930156;Instal. udv. stikkontakter indgangsparti;184,72;230,90;34010;2508011754074426810;2025;13-08-2025;111;;;;;
527-32-038-01;24-07-2025;Malermester Frost ApS;37550205;Maling af dør, væggge og karm samt recep;637,81;797,26;34010;2507211753123865752;2025;01-08-2025;111;;;;;
527-32-038-01;24-06-2025;OTIS A/S;32349110;lift service;1.535,37;1.919,21;34010;2506231750704655403;2025;09-07-2025;111;;;;;
527-32-038-01;24-03-2025;OTIS A/S;32349110;lift service;1.535,37;1.919,21;34010;2503201742500241571;2025;08-04-2025;111;;;;;
527-32-038-01;18-03-2025;Malermester Frost ApS;37550205;Maling af væg i festsalen. fælles Køkken;82,07;102,59;34010;2503161742154609337;2025;28-03-2025;111;;;;;
527-32-038-01;26-02-2025;KRÜGER A/S;43451676;Kruger.Skift af div amaturer mm. Køkken;10.215,46;12.769,32;34010;2502011738439440779;2025;27-02-2025;111;;;;;
527-32-044-09;22-10-2025;I/S Norfors;14748539;Norfors varme fordeling Rate 4;13.265,90;16.582,37;34010;2510211761072658644;2025;31-10-2025;111;;;;;
527-32-044-09;05-08-2025;I/S Norfors;14748539;Norfors varme 3.kvartal;13.265,90;16.582,37;34010;2507171752778257533;2025;;111;;;;;
527-32-044-09;05-08-2025;I/S Norfors;14748539;Norfors varme 3.kvartal;-12.436,78;-15.545,97;34010;2507171752778257533;2025;;111;;;;;
527-32-044-09;22-07-2025;I/S Norfors;14748539;Norfors varme 3.kvartal;12.436,78;15.545,97;34010;2507171752778257533;2025;31-07-2025;111;;;;;
527-32-044-09;07-05-2025;I/S Norfors;14748539;Norfors varme 2.kvartal Køkken;13.265,90;16.582,37;34010;2504161744829416822;2025;08-05-2025;111;;;;;
527-32-044-09;27-01-2025;I/S Norfors;14748539;Norfors varme fordeling 1.kvarta  Køkken;13.265,90;16.582,37;34010;2501161737057041274;2025;31-01-2025;111;;;;;
527-32-044-09;27-01-2025;I/S Norfors;14748539;DAB endelig varmeafregning 2024;613,65;767,06;34010;2501161737057041273;2025;31-01-2025;111;;;;;
527-32-046-03;11-12-2025;Ørsted Salg & Service A/S;27210538;Ørsted el 11;20.652,98;25.816,22;34010;2512101765396281932;2025;;111;;;;;
527-32-046-03;19-11-2025;Ørsted Salg & Service A/S;27210538;Ørsted El. 10;20.500,13;25.625,16;34010;2511111762890662286;2025;28-11-2025;111;;;;;
527-32-046-03;13-10-2025;Ørsted Salg & Service A/S;27210538;Ørsted EL 09;19.083,85;23.854,81;34010;2510101760122352315;2025;31-10-2025;111;;;;;
527-32-046-03;11-09-2025;Ørsted Salg & Service A/S;27210538;Ørsted EL  08;17.241,31;21.551,64;34010;2509101757530306109;2025;30-09-2025;111;;;;;
527-32-046-03;19-08-2025;Ørsted Salg & Service A/S;27210538;Ørsted EL  07;16.549,90;20.687,38;34010;2508091754765429983;2025;29-08-2025;111;;;;;
527-32-046-03;14-07-2025;Ørsted Salg & Service A/S;27210538;Ørsted el juni;13.300,34;16.625,42;34010;2507101752173514457;2025;31-07-2025;111;;;;;
527-32-046-03;11-06-2025;Ørsted Salg & Service A/S;27210538;Ørsted el 05;12.549,40;15.686,75;34010;2506101749588235161;2025;30-06-2025;111;;;;;
527-32-046-03;19-05-2025;Ørsted Salg & Service A/S;27210538;Ørsted el april Køkken;15.454,20;19.317,75;34010;2505161747421428023;2025;28-05-2025;111;;;;;
527-32-046-03;29-04-2025;Ørsted Salg & Service A/S;27210538;Ørsted 1.3-31.3-25 Køkken;17.800,34;22.250,42;34010;2504101744311055599;2025;30-04-2025;111;;;;;
527-32-046-03;18-03-2025;Ørsted Salg & Service A/S;27210538;Ørsted el. 02 Køkken;19.016,23;23.770,29;34010;2503111741722618830;2025;31-03-2025;111;;;;;
527-32-046-03;17-02-2025;Ørsted Salg & Service A/S;27210538;Ørsted 01 Køkken;20.821,10;26.026,38;34010;2502111739303421025;2025;28-02-2025;111;;;;;
527-32-048-08;18-08-2025;NOVAFOS A/S;31884993;Novafos 1.7 - 31.12;12.836,69;16.045,86;34010;2508061754506288024;2025;29-08-2025;111;;;;;
527-32-048-08;11-02-2025;NOVAFOS A/S;31884993;Novafos 1.1-31.1-25. Køkken;12.417,14;15.521,43;34010;2502081739044218232;2025;28-02-2025;111;;;;;
527-32-050-06;15-12-2025;MARIUS PEDERSEN A/S;49979517;Marius P. Leje af sikkerhedscontainer 11;3,41;4,26;34010;2512031764791777511;2025;19-12-2025;111;;;;;
527-32-050-06;11-12-2025;MARIUS PEDERSEN A/S;49979517;Leje af sikkerhedscontainer;4,94;6,18;34010;2512031764791767494;2025;;111;;;;;
